  -0.30444,   0.81927,   1.61782,  -0.64356
   1.13130,   0.39919,  -1.27818,  -1.81370
  -0.76037,   0.28810,   0.75989,   1.06316
   1.40385,   1.26898,  -0.33576,  -1.28707
  -0.41264,   0.94097,   0.04168,   0.27297
   0.95309,   0.95268,   0.76751,  -0.60513
  -1.04739,  -0.19935,   0.37040,   1.34639
   1.07984,   0.49980,   0.39414,   0.51805
  -0.75856,   0.44530,   0.13163,   0.00919
   0.93769,   0.92712,   0.47554,   0.26681
  -0.29540,  -0.67515,  -0.19192,   0.73668
   0.24975,   0.69443,  -0.06588,   0.34377
  -0.47873,  -0.15369,   0.19410,   0.86834
   0.48906,   0.08004,   0.33961,   0.27430
  -0.82486,  -0.49500,  -0.19699,  -0.75193
   0.48724,   0.71176,   0.45462,   0.64819
  -1.22359,   0.06059,  -2.25884,   0.04360
  -0.41106,   0.33601,   0.29296,  -0.44710
  -1.49388,  -1.66690,   0.22625,  -0.51002
   1.00731,   0.43776,   0.12819,   0.32885
  -0.87594,   0.15742,  -0.17677,   0.02509
   0.02815,  -0.15455,   0.70276,   0.50634
  -1.30395,  -0.26800,  -1.23614,  -2.26681
  -0.08330,  -0.24513,   2.59044,   1.15745
  -0.82581,  -0.88177,  -0.07894,   0.24818
  -0.73237,  -0.74269,   0.46832,  -1.19569
  -0.71997,  -0.47782,  -1.04931,  -1.88021
   1.34154,   1.92921,   0.40536,  -0.12227
   0.31952,  -0.50556,  -0.12805,  -0.23018
   0.61952,   0.72817,   0.43857,   0.08718
  -0.03341,  -0.57032,  -0.15825,   0.60508
   0.20125,   0.50097,   0.97071,   0.82145
  -0.81871,  -0.91429,  -0.86483,   0.16288
   0.15460,  -0.22339,  -0.16233,  -0.10993
  -1.04049,  -0.82200,   0.05105,  -0.14069
   0.96128,   0.85401,   1.36887,   1.12114
   0.70618,  -0.53115,   0.40517,  -0.00335
   0.24638,  -0.02725,   0.49079,   1.03689
  -0.91151,  -0.44281,  -0.84746,   0.22865
   1.21455,  -0.34625,   0.02574,   0.34112
   0.23067,  -0.37193,  -1.09514,  -0.19496
   0.43328,   0.14892,   1.74930,   1.06948
  -0.46656,  -0.88853,  -0.26122,  -1.68902
   1.10750,  -0.03698,  -0.46570,  -0.20199
   0.16715,  -1.22661,   0.27606,  -0.25708
  -0.53762,  -0.18804,  -0.70695,   0.18509
  -1.39370,  -0.64177,  -0.24150,  -0.54917
  -0.96628,  -0.16389,  -0.66757,   0.80668
  -0.49727,  -1.87724,  -0.52511,   0.10537
  -0.29547,   2.09279,  -0.06956,  -0.75752
  -0.04800,  -0.83815,  -1.83887,  -0.30633
   1.14084,   0.49555,   0.68183,   0.78922
  -1.04904,  -0.46518,  -1.28409,  -0.23360
  -0.51744,  -0.26293,  -0.05348,   0.18992
  -0.13062,   0.20345,  -0.03389,  -0.13980
  -0.32065,  -0.11113,   0.93449,   0.23420
   0.08162,  -0.48467,   0.09788,   0.16407
  -0.69499,   1.70946,   0.73455,  -1.18673
   0.01795,   0.02063,  -0.04483,  -0.20881
  -0.22065,   1.21896,   0.72154,  -0.39031
   0.15640,   0.33809,  -0.28937,  -0.80907
   1.47403,  -0.18826,   0.20550,  -0.60415
   0.13749,  -0.86171,  -0.36033,  -1.03787
   0.40140,   1.27810,   1.19027,   0.02168
   0.19477,  -0.22547,  -0.01890,  -1.16254
  -0.39111,   0.16709,   0.90927,  -0.56465
  -1.24455,  -1.67430,  -1.39993,   0.05802
   1.03854,  -0.65176,   0.12750,   1.20527
  -0.26694,   0.12821,  -1.94032,  -0.24772
   0.15512,  -0.20366,  -0.49958,   0.04608
   0.25881,  -0.69073,  -0.29094,  -0.67583
   0.05096,   0.37852,  -0.68414,   0.12711
   0.19515,  -0.34889,   0.15712,  -0.26266
   0.21565,   0.83862,   0.25681,  -0.07410
  -0.31607,   0.82118,   0.04223,  -1.28115
   1.24490,   0.24576,   1.06012,  -0.41221
   0.29792,   0.35814,  -1.79398,   0.12824
  -0.37049,  -0.13210,   0.73579,   0.25200
  -0.50083,  -0.72421,   0.53548,   0.57463
   0.67527,  -0.80873,  -0.42522,   0.33190
   0.31854,  -0.22000,  -0.34748,   0.92236
  -1.37420,  -0.44375,   0.27916,  -0.14418
   0.37504,  -0.97294,  -1.12144,   0.93410
  -0.28640,  -1.21715,   0.11647,  -0.27648
  -0.92356,  -1.47072,  -1.00705,   0.60233
  -0.55143,  -0.74274,   0.39234,   0.43257
  -0.31712,  -0.25004,  -0.75609,  -0.44336
   0.33651,   0.56864,  -0.09271,   0.83220
  -0.63434,  -0.85357,  -1.45332,  -0.36104
   1.08734,   1.49761,   0.70898,   1.40824
  -0.30676,  -0.10065,   0.13724,  -1.53228
   0.47572,   0.33736,  -0.50438,  -0.03418
   0.32836,   0.43960,  -1.19509,   0.42436
   1.82600,   0.11797,   0.01508,   0.73639
   0.58814,  -1.37931,  -0.44968,  -0.68880
  -0.20212,  -0.09666,   0.30302,   1.06198
  -0.67563,   0.42146,  -1.14744,  -1.57511
  -0.78808,  -0.19724,  -0.76478,   1.60791
  -1.14636,  -1.25073,  -0.33318,  -0.91779
  -0.32039,  -0.54980,   0.07160,   0.02229
  -0.19567,   0.36603,   0.14213,  -1.07913
   0.06786,   0.20037,   0.75572,  -0.75384
  -0.24599,  -0.40903,  -1.27285,  -0.09524
  -0.15891,   0.05492,  -0.02174,  -1.31506
  -0.20138,  -0.48128,  -1.14176,  -0.53433
  -0.18031,   0.66742,   0.41601,   0.34134
  -0.90799,  -0.87968,  -1.22826,  -1.93691
   1.74235,  -0.15740,   0.44800,   0.89030
  -0.21848,  -0.09326,  -0.98508,  -1.64551
  -1.25705,   0.03101,  -0.12833,  -0.33700
  -0.85470,  -0.88224,  -1.19084,   1.15605
   1.93000,   0.97462,  -0.32696,  -1.12695
  -1.22872,  -1.10265,  -0.69929,   0.23835
   0.66643,   0.49561,   1.05364,  -0.47252
  -0.78590,  -0.36806,   0.70753,  -0.69511
  -0.95182,  -0.31156,  -0.74260,   0.43851
   0.04384,   0.00385,  -0.47712,   0.26403
   0.10653,   0.00776,   0.80874,  -0.32336
  -0.09433,  -0.85628,  -1.44965,   0.41531
   0.09040,   2.55789,   0.07198,  -0.39269
  -0.03908,  -1.20829,  -1.97580,   0.49992
   0.00950,   1.39740,   1.13336,   0.27064
  -0.39090,  -0.58569,   0.72713,  -0.44657
   0.34096,   0.43156,  -0.04900,  -1.16820
   0.40096,  -1.22648,   0.24967,   1.24841
  -0.58030,  -0.08092,   0.35616,   0.19561
   0.49632,   0.52243,   0.41182,   0.83004
  -0.29692,  -0.67509,   0.36378,   1.52564
